,Unnamed: 0,absoluteYardlineNumber,coverage_type,defender,defender_num,defendersInTheBox,defense,down,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_num,route,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo
0,2559.0,30.0,MAN,ARZ 21,21.0,6.0,ARZ,2.0,0.407462284654076,00:53:00,12/02/2018,2018120203.0,13:00:00,1831.0,GB,0.0,5.0,GB,SHOTGUN,5.0,C,,1,9; H0; 9; 9; 9,GB 17 9o; GB 30 h0(-4); GB 80 9z; GB 18 9z; GB 83 9z,GB 30,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(:53) (No Huddle, Shotgun) A.Rodgers pass short right to J.Williams to ARZ 15 for 5 yards (G.Hodges).",1831.0,5.0,play_type_pass,GB,GB,7.0,7.0,ARZ 21 > GB 17; ARZ 27 > GB 18; ARZ 33 > GB 80,2.0,GB 17,17.0,9,Go,0.0,TRADITIONAL,ARI,13.0,20.0,ARI,4.0
1,2559.0,30.0,MAN,ARZ 27,27.0,6.0,ARZ,2.0,0.407462284654076,00:53:00,12/02/2018,2018120203.0,13:00:00,1831.0,GB,0.0,5.0,GB,SHOTGUN,5.0,C,,1,9; H0; 9; 9; 9,GB 17 9o; GB 30 h0(-4); GB 80 9z; GB 18 9z; GB 83 9z,GB 30,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(:53) (No Huddle, Shotgun) A.Rodgers pass short right to J.Williams to ARZ 15 for 5 yards (G.Hodges).",1831.0,5.0,play_type_pass,GB,GB,7.0,7.0,ARZ 21 > GB 17; ARZ 27 > GB 18; ARZ 33 > GB 80,2.0,GB 18,18.0,9,Go,0.0,TRADITIONAL,ARI,13.0,20.0,ARI,4.0
2,2559.0,30.0,MAN,ARZ 33,33.0,6.0,ARZ,2.0,0.407462284654076,00:53:00,12/02/2018,2018120203.0,13:00:00,1831.0,GB,0.0,5.0,GB,SHOTGUN,5.0,C,,1,9; H0; 9; 9; 9,GB 17 9o; GB 30 h0(-4); GB 80 9z; GB 18 9z; GB 83 9z,GB 30,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(:53) (No Huddle, Shotgun) A.Rodgers pass short right to J.Williams to ARZ 15 for 5 yards (G.Hodges).",1831.0,5.0,play_type_pass,GB,GB,7.0,7.0,ARZ 21 > GB 17; ARZ 27 > GB 18; ARZ 33 > GB 80,2.0,GB 80,80.0,9,Go,0.0,TRADITIONAL,ARI,13.0,20.0,ARI,4.0
1,2560.0,45.0,MAN,ARZ 36,36.0,7.0,ARZ,2.0,1.15594230169786,13:32:00,12/02/2018,2018120203.0,13:00:00,2212.0,GB,0.0,5.0,GB,SHOTGUN,10.0,C,,1b,8; 9; 6; H2; X,GB 17 8(8); GB 83 19(1); GB 84 6i(8); GB 33 krh2(-7); GB 80 xd(0),GB 80,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 2 TE, 2 WR",(13:32) (Shotgun) A.Rodgers pass short middle to J.Graham to GB 45 for 10 yards (D.Amerson).,2212.0,10.0,play_type_pass,GB,GB,10.0,7.0,ARZ 21 > GB 17; ARZ 36 > GB 83,3.0,GB 83,83.0,9,Go,0.0,TRADITIONAL,ARI,13.0,35.0,GB,10.0
0,5193.0,93.0,MAN,BUF 24,24.0,7.0,BUF,3.0,-1.85804735745558,10:18:00,12/02/2018,2018120206.0,13:00:00,1275.0,MIA,0.0,5.0,MIA,SHOTGUN,-8.0,S,,2M,6; 6; -; H5; 4,MIA 10 6(8); MIA 11 6(13); MIA 83 k; MIA 32 h5(2); MIA 14 4(11),,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:18) (Shotgun) R.Tannehill sacked at MIA 9 for -8 yards (L.Alexander).,1275.0,-8.0,play_type_sack,MIA,MIA,7.0,6.0,BUF 24 > MIA 11,2.0,MIA 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,BUF,13.0,17.0,MIA,7.0
1,586.0,48.0,MAN,WAS 37,37.0,6.0,WAS,1.0,0.008330940456094279,11:47:00,12/03/2018,2018120300.0,20:15:00,220.0,PHI,0.0,3.0,PHI,SHOTGUN,6.0,C,,1,4; 2; -; 9; 2,PHI 19 4(5); PHI 86 2(4); PHI 43 fr; PHI 13 9o; PHI 17 2(3),PHI 86,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(11:47) (Shotgun) C.Wentz pass short middle to Z.Ertz to WAS 32 for 6 yards (D.Swearinger).,220.0,6.0,play_type_pass,PHI,PHI,0.0,0.0,WAS 24 > PHI 17; WAS 37 > PHI 13,1.0,PHI 13,13.0,9,Go,0.0,TRADITIONAL,WAS,13.0,38.0,WAS,10.0
1,803.0,54.0,MAN,SEA 30,30.0,5.0,SEA,3.0,1.95092707649854,06:41:00,12/02/2018,2018120213.0,16:25:00,3855.0,SEA,0.0,5.0,SF,SHOTGUN,11.0,C,,1b,3; 9; H3; X; 2,SF 84 3(7); SF 85 9s; SF 44 h3(-6); SF 18 xd(3); SF 81 2(3),SF 81,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(6:41) (Shotgun) N.Mullens pass short middle to T.Taylor to SEA 45 for 11 yards (SL.Griffin).,3855.0,11.0,play_type_pass,SF,SF,37.0,16.0,SEA 28 > SF 18; SEA 30 > SF 85,4.0,SF 85,85.0,9,Go,0.0,TRADITIONAL,SF,13.0,44.0,SF,3.0
0,804.0,37.0,MAN,SEA 26,26.0,6.0,SEA,3.0,1.39992787889289,02:37:00,12/02/2018,2018120213.0,16:25:00,4082.0,SEA,0.0,4.0,SF,SHOTGUN,15.0,C,,2M,3; H3; H4; 4; 5,SF 18 36(17); SF 85 klh3(-8); SF 44 klh4(-1); SF 81 4(11); SF 84 5i(13),SF 18,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(2:37) (Shotgun) N.Mullens pass short left to D.Pettis to SF 42 for 15 yards (T.Flowers).,4082.0,15.0,play_type_pass,SF,SF,43.0,16.0,SEA 26 > SF 84; SEA 28 > SF 81; SEA 37 > SF 18,4.0,SF 84,84.0,5,Comeback,0.0,TRADITIONAL,SF,13.0,27.0,SF,8.0
0,805.0,52.0,MAN,SEA 26,26.0,6.0,SEA,3.0,-1.4659093143880302,04:24:00,12/02/2018,2018120213.0,16:25:00,1546.0,SEA,0.0,5.0,SF,SHOTGUN,0.0,I,,1b,4; X; 3; -; 5,SF 84 4(8); SF 13 x6(2); SF 85 3o(3); SF 44 kr; SF 18 5i(10),,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(4:24) (Shotgun) N.Mullens pass incomplete short middle to K.Bourne (F.Clark).,1546.0,0.0,play_type_pass,SF,SF,13.0,0.0,SEA 26 > SF 18; SEA 28 > SF 13,2.0,SF 18,18.0,5,Comeback,0.0,TRADITIONAL,SF,13.0,42.0,SF,11.0
0,806.0,91.0,MAN,SEA 26,26.0,6.0,SEA,2.0,-0.0505779488956581,00:46:00,12/02/2018,2018120213.0,16:25:00,4330.0,SEA,0.0,5.0,SF,SHOTGUN,4.0,C,,1,4; 3; H4; 4; 6,SF 13 12(3); SF 18 3(4); SF 41 h21(0); SF 85 4(9); SF 84 6(3),SF 41,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(:46) (Shotgun) N.Mullens pass short right to J.Wilson pushed ob at SEA 15 for 4 yards (B.McDougald).,4330.0,4.0,play_type_pass,SF,SF,43.0,16.0,SEA 26 > SF 84; SEA 28 > SF 18,4.0,SF 84,84.0,6,Hitch/Curl,0.0,TRADITIONAL,SF,13.0,19.0,SEA,10.0
1,807.0,95.0,MAN,SEA 28,28.0,4.0,SEA,3.0,0.81763745276595,00:42:00,12/02/2018,2018120213.0,16:25:00,4361.0,SEA,0.0,4.0,SF,EMPTY,6.0,C,,2M,2; 3; 9; 3; 7,SF 44 2(1); SF 81 3o(8); SF 18 9si; SF 85 16(4); SF 84 7i(8),SF 44,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(:42) (Shotgun) N.Mullens pass short middle to K.Juszczyk to SEA 9 for 6 yards (B.Wagner).,4361.0,6.0,play_type_pass,SF,SF,43.0,16.0,SEA 26 > SF 84; SEA 28 > SF 18,4.0,SF 18,18.0,9,Go,0.0,TRADITIONAL,SF,13.0,15.0,SEA,6.0
2,809.0,86.0,MAN,SEA 37,37.0,5.0,SEA,3.0,-0.34644766515911796,11:10:00,12/02/2018,2018120213.0,16:25:00,1146.0,SEA,0.0,4.0,SF,EMPTY,8.0,C,,2M,9; 4; 8; 2; 9,SF 84 9o; SF 13 34(6); SF 85 38(6); SF 18 2(1); SF 44 9,SF 18,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(11:10) (Shotgun) N.Mullens pass short middle to D.Pettis to SEA 16 for 8 yards (SL.Griffin) [F.Clark].,1146.0,8.0,play_type_pass,SF,SF,13.0,0.0,SEA 26 > SF 18; SEA 28 > SF 13; SEA 37 > SF 84,2.0,SF 84,84.0,9,Go,0.0,TRADITIONAL,SF,13.0,24.0,SEA,9.0
0,812.0,80.0,MAN,SEA 26,26.0,7.0,SEA,3.0,-2.28724612873661,11:23:00,12/02/2018,2018120213.0,16:25:00,175.0,SEA,0.0,6.0,SF,EMPTY,-9.0,S,,1b,9; 4; X; 9; 9,SF 44 9; SF 18 4(5); SF 13 xd(2); SF 84 9s; SF 85 9,,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(11:23) (Shotgun) N.Mullens sacked at SF 21 for -9 yards (B.Wagner).,175.0,-9.0,play_type_sack,SF,SF,0.0,0.0,SEA 26 > SF 85,1.0,SF 85,85.0,9,Go,0.0,TRADITIONAL,SF,13.0,30.0,SF,5.0
0,582.0,,MAN,WAS 24,24.0,6.0,WAS,3.0,1.7375403427495302,,12/03/2018,2018120300.0,20:15:00,1042.0,PHI,0.0,,PHI,SHOTGUN,-9.0,S,,1b,6; -; 6; 9; 6,PHI 19 76(12); PHI 30 kl; PHI 86 6(10); PHI 17 9si; PHI 13 6o(10),,0.0,DH,WAS 36,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(12:16) (Shotgun) C.Wentz sacked at PHI 20 for -9 yards (sack split by J.Allen and R.Kerrigan). PENALTY on WAS-D.Swearinger, Defensive Holding, 5 yards, enforced at PHI 29 - No Play.",1042.0,5.0,play_type_unknown,PHI,PHI,,,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 19,2.0,PHI 17,17.0,9,Go,0.0,,WAS,13.0,29.0,PHI,6.0
1,582.0,,MAN,WAS 31,31.0,6.0,WAS,3.0,1.7375403427495302,,12/03/2018,2018120300.0,20:15:00,1042.0,PHI,0.0,,PHI,SHOTGUN,-9.0,S,,1b,6; -; 6; 9; 6,PHI 19 76(12); PHI 30 kl; PHI 86 6(10); PHI 17 9si; PHI 13 6o(10),,0.0,DH,WAS 36,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(12:16) (Shotgun) C.Wentz sacked at PHI 20 for -9 yards (sack split by J.Allen and R.Kerrigan). PENALTY on WAS-D.Swearinger, Defensive Holding, 5 yards, enforced at PHI 29 - No Play.",1042.0,5.0,play_type_unknown,PHI,PHI,,,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 19,2.0,PHI 13,13.0,6,Hitch/Curl,0.0,,WAS,13.0,29.0,PHI,6.0
2,582.0,,MAN,WAS 37,37.0,6.0,WAS,3.0,1.7375403427495302,,12/03/2018,2018120300.0,20:15:00,1042.0,PHI,0.0,,PHI,SHOTGUN,-9.0,S,,1b,6; -; 6; 9; 6,PHI 19 76(12); PHI 30 kl; PHI 86 6(10); PHI 17 9si; PHI 13 6o(10),,0.0,DH,WAS 36,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(12:16) (Shotgun) C.Wentz sacked at PHI 20 for -9 yards (sack split by J.Allen and R.Kerrigan). PENALTY on WAS-D.Swearinger, Defensive Holding, 5 yards, enforced at PHI 29 - No Play.",1042.0,5.0,play_type_unknown,PHI,PHI,,,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 19,2.0,PHI 19,19.0,6,Hitch/Curl,0.0,,WAS,13.0,29.0,PHI,6.0
1,583.0,46.0,MAN,WAS 39,39.0,7.0,WAS,3.0,1.65435597624011,08:43:00,12/03/2018,2018120300.0,20:15:00,3405.0,PHI,0.0,5.0,PHI,SHOTGUN,6.0,C,,1b,-; -; -; 3; 6,PHI 17 r; PHI 19 r; PHI 33 fl; PHI 86 1; PHI 13 26(1),PHI 86,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:43) (Shotgun) C.Wentz pass short right to Z.Ertz to PHI 42 for 6 yards (A.Alexander).,3405.0,6.0,play_type_pass,PHI,PHI,25.0,13.0,WAS 24 > PHI 17; WAS 39 > PHI 13,4.0,PHI 13,13.0,6,Hitch/Curl,0.0,TRADITIONAL,WAS,13.0,36.0,PHI,1.0
1,587.0,67.0,MAN,WAS 31,31.0,7.0,WAS,2.0,-0.7351965543707779,10:19:00,12/03/2018,2018120300.0,20:15:00,1121.0,PHI,0.0,5.0,PHI,SHOTGUN,0.0,I,,1b,3; 3; H5; 9; 2,PHI 80 21(2); PHI 86 3(14); PHI 33 h31(-1); PHI 13 9o; PHI 17 2(1),PHI 13,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:19) (Shotgun) C.Wentz pass incomplete deep right to N.Agholor.,1121.0,0.0,play_type_pass,PHI,PHI,7.0,3.0,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 80,2.0,PHI 13,13.0,9,Go,1.0,TRADITIONAL,WAS,13.0,43.0,WAS,7.0
0,588.0,71.0,MAN,WAS 24,24.0,7.0,WAS,1.0,0.845926632817286,12:05:00,12/03/2018,2018120300.0,20:15:00,2323.0,PHI,0.0,3.0,PHI,SHOTGUN,13.0,C,,1,X; -; -; 7; 6,PHI 19 xl(5); PHI 30 flkl; PHI 88 k; PHI 13 7o(17); PHI 17 6(16),PHI 19,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:05) (Shotgun) C.Wentz pass short right to G.Tate ran ob at WAS 48 for 13 yards.,2323.0,13.0,play_type_pass,PHI,PHI,14.0,13.0,WAS 24 > PHI 17; WAS 37 > PHI 13,3.0,PHI 17,17.0,6,Hitch/Curl,0.0,SCRAMBLE_ROLLOUT_RIGHT,WAS,13.0,39.0,PHI,10.0
0,798.0,80.0,MAN,SEA 28,28.0,6.0,SEA,3.0,-1.67981235974446,05:58:00,12/02/2018,2018120213.0,16:25:00,445.0,SEA,0.0,5.0,SF,SHOTGUN,0.0,I,,1d,5; H5; 9; 4; 5,SF 84 5o(10); SF 85 h5(1); SF 18 9y; SF 13 4o(3); SF 44 5(20)/,,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(5:58) (Shotgun) N.Mullens pass incomplete short middle to R.James [J.Reed].,445.0,0.0,play_type_pass,SF,SF,0.0,0.0,SEA 28 > SF 18; SEA 37 > SF 84,1.0,SF 18,18.0,9,Go,0.0,TRADITIONAL,SF,13.0,30.0,SF,4.0
1,798.0,80.0,MAN,SEA 37,37.0,6.0,SEA,3.0,-1.67981235974446,05:58:00,12/02/2018,2018120213.0,16:25:00,445.0,SEA,0.0,5.0,SF,SHOTGUN,0.0,I,,1d,5; H5; 9; 4; 5,SF 84 5o(10); SF 85 h5(1); SF 18 9y; SF 13 4o(3); SF 44 5(20)/,,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(5:58) (Shotgun) N.Mullens pass incomplete short middle to R.James [J.Reed].,445.0,0.0,play_type_pass,SF,SF,0.0,0.0,SEA 28 > SF 18; SEA 37 > SF 84,1.0,SF 84,84.0,5,Comeback,0.0,TRADITIONAL,SF,13.0,30.0,SF,4.0
0,799.0,49.0,MAN,SF 25,25.0,5.0,SF,3.0,-1.79756232628979,08:21:00,12/02/2018,2018120213.0,16:25:00,2715.0,SEA,0.0,4.0,SEA,SHOTGUN,-1.0,S,,1Db,3; H3; 6; 6; 5,SEA 81 c3(12); SEA 27 h3(-5); SEA 89 6(12); SEA 16 6(10); SEA 83 5(14),,0.0,,,"2 DL, 3 LB, 6 DB","1 RB, 1 TE, 3 WR",(8:21) (Shotgun) R.Wilson sacked at SEA 38 for -1 yards (D.Buckner).,2715.0,-1.0,play_type_sack,SEA,SEA,27.0,10.0,SF 25 > SEA 83,3.0,SEA 83,83.0,5,Comeback,0.0,SCRAMBLE,SF,13.0,39.0,SEA,9.0
1,800.0,43.0,MAN,SEA 28,28.0,6.0,SEA,2.0,-0.596108529412555,03:33:00,12/02/2018,2018120213.0,16:25:00,2910.0,SEA,0.0,4.0,SF,SHOTGUN,0.0,I,,1,4; 3; H2; 6; 2,SF 18 4(3); SF 85 36(11); SF 41 h2(-7); SF 13 26(9); SF 84 2(2),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:33) (Shotgun) N.Mullens pass incomplete short middle to D.Pettis [J.Reed].,2910.0,0.0,play_type_pass,SF,SF,27.0,10.0,SEA 26 > SF 84; SEA 28 > SF 13,3.0,SF 13,13.0,6,Hitch/Curl,0.0,SCRAMBLE_ROLLOUT_LEFT,SF,13.0,33.0,SEA,8.0
1,3749.0,67.0,MAN,CIN 27,27.0,6.0,CIN,3.0,-1.64231758237308,10:46:00,12/02/2018,2018120201.0,13:00:00,271.0,CIN,0.0,4.0,DEN,SHOTGUN,0.0,I,,2M,X; -; -; 7; 5,DEN 14 xd(5); DEN 28 kl; DEN 83 k; DEN 17 7(13); DEN 10 5(10),DEN 10,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:46) (Shotgun) C.Keenum pass incomplete short right to E.Sanders.,271.0,0.0,play_type_pass,DEN,DEN,0.0,0.0,CIN 22 > DEN 14; CIN 27 > DEN 10,1.0,DEN 10,10.0,5,Comeback,1.0,SCRAMBLE_ROLLOUT_RIGHT,DEN,13.0,43.0,CIN,6.0
0,631.0,57.0,MAN,DET 24,24.0,6.0,DET,3.0,-1.7314033253578303,12:14:00,12/02/2018,2018120202.0,13:00:00,212.0,DET,0.0,5.0,LA,SHOTGUN,0.0,I,,1b,6; X; -; 6; 9,LA 17 6(11); LA 12 xd(3); LA 34 kl; LA 83 26(8); LA 81 669(6),LA 81,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:14) (Shotgun) J.Goff pass incomplete deep right to G.Everett.,212.0,0.0,play_type_pass,LA,LA,0.0,0.0,DET 24 > LA 83; DET 38 > LA 12,1.0,LA 83,83.0,6,Hitch/Curl,0.0,TRADITIONAL,LA,13.0,47.0,DET,3.0
2,536.0,84.0,MAN,WAS 39,39.0,6.0,WAS,3.0,-1.09073590996023,04:56:00,12/03/2018,2018120300.0,20:15:00,3561.0,PHI,0.0,5.0,PHI,SHOTGUN,0.0,I,,1,9; X; H1; 9; 9,PHI 13 9z; PHI 86 xd(3); PHI 30 h1(-5); PHI 19 9o; PHI 17 9,,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(4:56) (Shotgun) C.Wentz pass incomplete short left.,3561.0,0.0,play_type_pass,PHI,PHI,25.0,13.0,WAS 24 > PHI 17; WAS 37 > PHI 19; WAS 39 > PHI 13,4.0,PHI 13,13.0,9,Go,0.0,TRADITIONAL,WAS,13.0,26.0,WAS,7.0
0,595.0,39.0,MAN,PHI 22,22.0,5.0,PHI,2.0,-0.29487867237392196,00:33:00,12/03/2018,2018120300.0,20:15:00,2024.0,PHI,0.0,4.0,WAS,SHOTGUN,0.0,I,,1,9; 3; H7; 3; 9,WAS 18 9; WAS 80 3o(6); WAS 25 h76(1); WAS 86 3o(9); WAS 13 9o,WAS 18,0.0,,,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR",(:33) (Shotgun) M.Sanchez pass incomplete deep left to J.Doctson.,2024.0,0.0,play_type_pass,WAS,WAS,14.0,10.0,PHI 22 > WAS 13; PHI 27 > WAS 86; PHI 32 > WAS 18; PHI 34 > WAS 80,2.0,WAS 13,13.0,9,Go,0.0,TRADITIONAL,WAS,13.0,29.0,PHI,5.0
1,3656.0,,MAN,IND 31,31.0,6.0,IND,3.0,2.1629208672118203,,12/02/2018,2018120205.0,13:00:00,1542.0,JAX,1.0,,JAX,SHOTGUN,0.0,I,,2M,9; 3; H7; 3; 9,JAX 84 9bo(14); JAX 80 3(1); JAX 24 h76(3); JAX 12 3o(3); JAX 10 9o,JAX 84,0.0,DPI,IND 35,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR","(7:38) (Shotgun) C.Kessler pass incomplete deep right to K.Cole (P.Desir). PENALTY on IND-P.Desir, Defensive Pass Interference, 15 yards, enforced at JAX 47 - No Play.",1542.0,15.0,play_type_unknown,JAX,JAX,,,IND 23 > JAX 12; IND 31 > JAX 10; IND 35 > JAX 84,2.0,JAX 10,10.0,9,Go,0.0,,IND,13.0,47.0,JAX,3.0
2,3656.0,,MAN,IND 35,35.0,6.0,IND,3.0,2.1629208672118203,,12/02/2018,2018120205.0,13:00:00,1542.0,JAX,1.0,,JAX,SHOTGUN,0.0,I,,2M,9; 3; H7; 3; 9,JAX 84 9bo(14); JAX 80 3(1); JAX 24 h76(3); JAX 12 3o(3); JAX 10 9o,JAX 84,0.0,DPI,IND 35,"4 DL, 1 LB, 6 DB","1 RB, 1 TE, 3 WR","(7:38) (Shotgun) C.Kessler pass incomplete deep right to K.Cole (P.Desir). PENALTY on IND-P.Desir, Defensive Pass Interference, 15 yards, enforced at JAX 47 - No Play.",1542.0,15.0,play_type_unknown,JAX,JAX,,,IND 23 > JAX 12; IND 31 > JAX 10; IND 35 > JAX 84,2.0,JAX 84,84.0,9,Go,1.0,,IND,13.0,47.0,JAX,3.0
0,1791.0,53.0,MAN,TEN 21,21.0,7.0,TEN,3.0,1.48505763805426,01:05:00,12/02/2018,2018120211.0,16:05:00,836.0,TEN,0.0,6.0,NYJ,SHOTGUN,16.0,C,,1b,8; X; 9; H7; 3,NYJ 10 8i(12); NYJ 11 xo(8); NYJ 81 9o; NYJ 25 h76(1); NYJ 89 3(6),NYJ 11,0.0,UNS,NYJ 11,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(1:05) (Shotgun) J.McCown pass short middle to R.Anderson pushed ob at TEN 41 for 16 yards (A.Jackson). PENALTY on NYJ-R.Anderson, Unsportsmanlike Conduct, 15 yards, enforced between downs.",836.0,16.0,play_type_pass,NYJ,NYJ,0.0,10.0,TEN 21 > NYJ 81; TEN 31 > NYJ 89,1.0,NYJ 81,81.0,9,Go,0.0,TRADITIONAL,NYJ,13.0,43.0,NYJ,3.0
0,3751.0,41.0,MAN,CIN 22,22.0,6.0,CIN,3.0,-1.2866706628565099,08:06:00,12/02/2018,2018120201.0,13:00:00,1328.0,CIN,0.0,4.0,DEN,EMPTY,-1.0,S,,1,6; 3; 3; 6; 6,DEN 14 76(11); DEN 23 c1; DEN 83 c1; DEN 10 6(10); DEN 17 76(16),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(8:06) (Shotgun) C.Keenum sacked at CIN 32 for -1 yards (S.Hubbard).,1328.0,-1.0,play_type_sack,DEN,DEN,0.0,0.0,CIN 22 > DEN 14,2.0,DEN 14,14.0,6,Hitch/Curl,0.0,SCRAMBLE,DEN,13.0,31.0,CIN,7.0
1,3752.0,85.0,MAN,DEN 41,41.0,7.0,DEN,1.0,1.3026006034384399,11:27:00,12/02/2018,2018120201.0,13:00:00,2684.0,CIN,0.0,6.0,CIN,SINGLEBACK,20.0,C,,1b,8; -; X; 7; 9,CIN 15 c8(10); CIN 28 frkr; CIN 87 klxu(-3); CIN 83 7(7); CIN 16 9o,CIN 83,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 1 TE, 3 WR",(11:27) J.Driskel pass short right to T.Boyd pushed ob at CIN 45 for 20 yards (J.Simmons) [B.Chubb].,2684.0,20.0,play_type_pass,CIN,CIN,3.0,14.0,DEN 29 > CIN 15; DEN 41 > CIN 16,3.0,CIN 16,16.0,9,Go,0.0,TRADITIONAL,DEN,13.0,25.0,CIN,10.0
1,1792.0,79.0,MAN,NYJ 27,27.0,6.0,NYJ,3.0,-6.944835852798869,08:09:00,12/02/2018,2018120211.0,16:05:00,444.0,TEN,0.0,6.0,TEN,SHOTGUN,0.0,IN,,0b,5; H7; 2; 3; 2,TEN 86 5o(16); TEN 33 h72(-1); TEN 84 2(5); TEN 19 1; TEN 17 2(0),TEN 17,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(8:09) (Shotgun) M.Mariota pass short right intended for C.Batson INTERCEPTED by T.Johnson [H.Anderson] at TEN 31. T.Johnson for 31 yards, TOUCHDOWN.",444.0,0.0,play_type_pass,TEN,TEN,0.0,3.0,NYJ 22 > TEN 17; NYJ 27 > TEN 86; NYJ 41 > TEN 19,1.0,TEN 86,86.0,5,Comeback,0.0,TRADITIONAL,NYJ,13.0,31.0,TEN,4.0
0,591.0,70.0,MAN,WAS 24,24.0,6.0,WAS,1.0,0.498116824559609,02:21:00,12/03/2018,2018120300.0,20:15:00,1689.0,PHI,0.0,5.0,PHI,SHOTGUN,11.0,C,,1b,9; H0; X; X; 9,PHI 17 9z; PHI 30 h0(-4); PHI 86 xo(9); PHI 19 xd(4); PHI 13 9,PHI 30,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:21) (Shotgun) C.Wentz pass short right to C.Clement to WAS 29 for 11 yards (F.Moreau; J.Allen).,1689.0,11.0,play_type_pass,PHI,PHI,7.0,10.0,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 19,2.0,PHI 17,17.0,9,Go,0.0,TRADITIONAL,WAS,13.0,40.0,WAS,10.0
1,591.0,70.0,MAN,WAS 31,31.0,6.0,WAS,1.0,0.498116824559609,02:21:00,12/03/2018,2018120300.0,20:15:00,1689.0,PHI,0.0,5.0,PHI,SHOTGUN,11.0,C,,1b,9; H0; X; X; 9,PHI 17 9z; PHI 30 h0(-4); PHI 86 xo(9); PHI 19 xd(4); PHI 13 9,PHI 30,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:21) (Shotgun) C.Wentz pass short right to C.Clement to WAS 29 for 11 yards (F.Moreau; J.Allen).,1689.0,11.0,play_type_pass,PHI,PHI,7.0,10.0,WAS 24 > PHI 17; WAS 31 > PHI 13; WAS 37 > PHI 19,2.0,PHI 13,13.0,9,Go,0.0,TRADITIONAL,WAS,13.0,40.0,WAS,10.0
